"Date","Price","Open","High","Low","Vol.","Change %"
"05/08/2015","298.79","295.50","301.80","295.50","41.50M","1.39%"
"05/07/2015","294.69","290.90","295.60","290.90","51.26M","1.34%"
"05/06/2015","290.78","291.56","292.24","289.38","46.94M","-0.27%"
"05/05/2015","291.58","297.94","297.94","291.10","45.45M","-2.15%"
"05/04/2015","297.99","297.60","300.01","297.37","44.43M","0.20%"
"05/01/2015","297.39","295.58","298.91","295.58","45.16M","0.70%"
"04/30/2015","295.33","298.94","298.94","293.78","67.03M","-1.34%"
"04/29/2015","299.35","303.98","303.98","298.71","41.76M","-1.87%"
"04/28/2015","305.07","305.02","305.74","303.38","37.61M","-0.11%"
"04/27/2015","305.40","305.97","308.12","304.89","39.83M","-0.16%"
"04/24/2015","305.89","305.63","307.69","305.05","36.51M","0.15%"
"04/23/2015","305.43","304.84","306.15","304.17","34.07M","0.18%"
"04/22/2015","304.89","304.20","305.81","304.01","34.52M","0.23%"
"04/21/2015","304.20","304.15","306.04","303.62","33.22M","0.07%"
"04/20/2015","304.00","303.57","305.35","303.15","37.51M","0.19%"
"04/17/2015","303.43","305.02","305.08","301.75","47.80M","-0.57%"
"04/16/2015","305.17","303.87","305.96","302.25","32.90M","0.39%"
"04/15/2015","303.99","305.80","306.51","303.86","44.02M","-0.55%"
"04/14/2015","305.66","304.99","307.03","304.99","34.93M","0.28%"
"04/13/2015","304.81","305.80","306.98","304.81","39.85M","-0.34%"
"04/10/2015","305.84","306.41","308.96","305.05","37.28M","-0.05%"
"04/09/2015","306.00","311.28","311.28","305.51","50.13M","-1.76%"
"04/08/2015","311.49","311.08","312.04","310.50","38.16M","0.17%"
"04/07/2015","310.97","315.87","315.87","310.96","41.95M","-1.54%"
"04/06/2015","315.83","312.95","316.59","312.95","83.62M","0.94%"
"04/02/2015","312.88","310.59","313.68","310.50","44.35M","0.73%"
"04/01/2015","310.60","310.79","312.22","308.61","47.03M","-0.05%"
"03/31/2015","310.75","313.14","314.20","310.31","67.01M","-0.80%"
"03/30/2015","313.25","309.84","313.57","309.84","43.80M","1.18%"
"03/27/2015","309.61","309.12","310.63","308.41","42.99M","0.07%"
"03/26/2015","309.38","310.58","310.99","308.60","49.16M","-0.51%"
"03/25/2015","310.96","316.34","316.80","310.58","46.73M","-1.68%"
"03/24/2015","316.26","318.73","318.80","316.26","51.21M","-0.81%"
"03/23/2015","318.84","319.25","321.07","318.43","47.46M","-0.13%"
"03/20/2015","319.26","312.02","319.61","311.91","137.46M","2.34%"
"03/19/2015","311.96","312.33","313.76","311.17","42.39M","-0.22%"
"03/18/2015","312.66","306.59","313.43","304.92","48.68M","1.97%"
"03/17/2015","306.63","306.80","307.72","305.34","39.08M","-0.14%"
"03/16/2015","307.05","303.83","308.16","303.83","38.60M","1.12%"
"03/13/2015","303.65","304.54","304.81","301.99","42.88M","-0.32%"
"03/12/2015","304.62","300.07","304.79","300.07","41.42M","1.60%"
"03/11/2015","299.82","299.71","300.80","298.89","49.62M","0.07%"
"03/10/2015","299.61","300.56","301.14","299.31","49.47M","-0.39%"
"03/09/2015","300.77","298.81","301.15","298.81","47.75M","0.78%"
"03/06/2015","298.44","307.64","307.64","298.00","60.26M","-3.02%"
"03/05/2015","307.72","306.82","310.20","306.82","39.11M","0.30%"
"03/04/2015","306.79","309.46","309.46","306.32","37.08M","-0.87%"
"03/03/2015","309.49","310.39","310.39","307.33","46.71M","-0.34%"
"03/02/2015","310.54","308.94","313.36","308.94","45.66M","0.53%"
"02/27/2015","308.89","306.99","309.39","305.88","61.29M","0.67%"
"02/26/2015","306.82","309.39","309.40","306.17","44.74M","-0.86%"
"02/25/2015","309.48","308.88","312.21","308.75","42.94M","0.19%"
"02/24/2015","308.90","314.67","314.67","307.90","57.20M","-1.86%"
"02/23/2015","314.77","312.64","314.83","312.27","52.59M","0.68%"
"02/20/2015","312.63","309.61","312.95","309.25","61.55M","0.98%"
"02/19/2015","309.61","315.44","315.44","309.10","38.04M","-1.89%"
"02/18/2015","315.58","313.14","315.79","311.04","45.33M","0.78%"
"02/17/2015","313.13","313.87","316.29","312.50","47.45M","-0.25%"
"02/13/2015","313.92","315.51","315.51","312.23","37.04M","-0.53%"
"02/12/2015","315.59","312.45","315.66","311.76","36.87M","1.07%"
"02/11/2015","312.26","313.15","314.14","310.12","36.80M","-0.26%"
"02/10/2015","313.08","312.26","313.56","309.68","50.09M","0.35%"
"02/09/2015","311.98","313.40","314.61","311.88","38.27M","-0.49%"
"02/06/2015","313.52","321.77","321.77","312.30","52.93M","-2.65%"
"02/05/2015","322.07","318.53","322.21","318.53","41.36M","1.13%"
"02/04/2015","318.47","319.89","319.99","317.21","52.47M","-0.51%"
"02/03/2015","320.11","317.03","320.11","315.32","45.90M","0.97%"
"02/02/2015","317.04","317.40","317.60","311.34","50.17M","-0.12%"
"01/30/2015","317.41","322.85","322.85","317.41","70.22M","-1.77%"
"01/29/2015","323.13","322.63","323.35","320.15","36.99M","0.17%"
"01/28/2015","322.57","324.98","326.94","322.56","40.09M","-0.70%"
"01/27/2015","324.84","325.13","326.11","323.97","35.42M","-0.19%"
"01/26/2015","325.45","322.34","325.46","321.55","48.12M","0.94%"
"01/23/2015","322.42","323.10","323.75","321.60","41.04M","-0.17%"
"01/22/2015","322.98","316.92","323.09","316.92","46.59M","1.93%"
"01/21/2015","316.85","317.07","317.13","315.56","40.10M","-0.11%"
"01/20/2015","317.21","319.85","321.04","316.37","51.39M","-0.78%"
"01/16/2015","319.69","316.83","320.03","316.03","54.45M","0.89%"
"01/15/2015","316.86","316.67","317.84","315.56","47.26M","0.13%"
"01/14/2015","316.46","314.31","316.58","312.59","46.55M","0.65%"
"01/13/2015","314.43","315.31","317.08","312.80","42.38M","-0.27%"
"01/12/2015","315.29","313.43","315.61","313.43","33.32M","0.60%"
"01/09/2015","313.40","313.40","314.76","311.67","42.75M","-0.01%"
"01/08/2015","313.42","312.11","314.15","311.19","41.73M","0.44%"
"01/07/2015","312.06","307.88","312.26","307.33","42.10M","1.39%"
"01/06/2015","307.77","305.52","308.83","305.52","50.57M","0.80%"
"01/05/2015","305.34","304.53","306.03","302.95","41.82M","0.19%"
"01/02/2015","304.76","300.75","304.94","300.75","33.12M","1.38%"
"12/31/2014","300.60","305.62","307.43","300.32","42.66M","-1.53%"
"12/30/2014","305.28","305.84","306.82","304.65","38.31M","-0.21%"
"12/29/2014","305.93","304.74","307.18","304.74","36.69M","0.26%"
"12/26/2014","305.15","304.47","305.69","304.47","34.79M","0.32%"
"12/24/2014","304.17","305.35","306.27","303.91","23.83M","-0.38%"
"12/23/2014","305.34","306.53","307.31","304.75","35.93M","-0.30%"
"12/22/2014","306.27","302.01","306.41","302.01","44.03M","1.46%"
"12/19/2014","301.87","301.36","303.02","300.54","131.02M","0.17%"
"12/18/2014","301.35","299.52","301.35","298.95","54.11M","0.85%"
"12/17/2014","298.80","292.72","298.85","292.72","58.50M","2.17%"
"12/16/2014","292.45","293.71","295.35","291.37","54.58M","-0.45%"
"12/15/2014","293.77","297.37","298.09","293.42","57.58M","-1.20%"
"12/12/2014","297.33","299.63","300.80","297.33","41.62M","-0.94%"
"12/11/2014","300.15","300.39","301.21","299.94","37.33M","0.06%"
"12/10/2014","299.96","300.64","301.24","298.98","37.95M","-0.32%"
"12/09/2014","300.91","298.83","301.39","297.98","40.72M","0.41%"
"12/08/2014","299.67","298.54","301.34","298.54","40.25M","0.42%"
"12/05/2014","298.42","299.38","299.38","296.49","43.98M","-0.50%"
"12/04/2014","299.91","299.33","300.22","298.02","41.71M","0.15%"
"12/03/2014","299.46","300.00","300.00","298.84","38.25M","-0.15%"
"12/02/2014","299.90","298.76","300.18","297.03","43.33M","0.31%"
"12/01/2014","298.96","299.72","301.10","298.82","41.07M","-0.35%"
"11/28/2014","300.00","299.38","302.59","299.32","26.79M","0.28%"
"11/26/2014","299.15","297.00","299.29","297.00","31.45M","0.81%"
"11/25/2014","296.74","296.26","297.43","295.85","69.14M","0.19%"
"11/24/2014","296.17","295.51","296.90","295.51","42.21M","0.32%"
"11/21/2014","295.22","293.59","295.36","293.59","53.04M","0.73%"
"11/20/2014","293.08","291.88","293.10","291.44","37.55M","0.31%"
"11/19/2014","292.18","293.65","294.10","292.12","35.85M","-0.62%"
"11/18/2014","293.99","292.78","294.58","292.37","47.38M","0.46%"
"11/17/2014","292.63","291.56","293.12","291.50","39.51M","0.34%"
"11/14/2014","291.64","293.39","293.72","291.05","37.06M","-0.65%"
"11/13/2014","293.56","292.47","294.16","292.47","32.76M","0.45%"
"11/12/2014","292.25","293.82","293.85","291.55","37.49M","-0.60%"
"11/11/2014","294.00","294.96","294.96","292.82","32.62M","-0.32%"
"11/10/2014","294.94","293.09","294.98","292.87","44.36M","0.58%"
"11/07/2014","293.24","293.39","294.48","292.16","47.81M","-0.04%"
"11/06/2014","293.37","295.03","295.83","292.95","45.86M","-0.62%"
"11/05/2014","295.21","295.51","296.06","293.52","46.99M","0.00%"
"11/04/2014","295.20","294.95","295.37","292.54","52.00M","0.06%"
"11/03/2014","295.02","292.47","295.05","292.42","68.68M","0.72%"
"10/31/2014","292.92","291.12","293.19","291.10","75.90M","0.83%"
"10/30/2014","290.50","287.66","290.50","287.19","53.94M","0.82%"
"10/29/2014","288.15","289.20","289.88","286.11","93.45M","-0.76%"
"10/28/2014","290.37","289.53","290.37","288.45","49.07M","0.35%"
"10/27/2014","289.35","287.54","289.39","287.13","43.67M","0.59%"
"10/24/2014","287.65","287.63","288.40","285.96","40.65M","0.01%"
"10/23/2014","287.61","286.03","288.16","285.71","47.82M","0.82%"
"10/22/2014","285.28","285.91","287.45","285.17","39.16M","-0.19%"
"10/21/2014","285.81","283.12","285.86","282.60","40.29M","1.07%"
"10/20/2014","282.79","278.79","282.79","278.65","42.02M","1.38%"
"10/17/2014","278.93","278.41","279.29","276.50","56.79M","0.44%"
"10/16/2014","277.71","276.22","278.41","273.83","57.22M","0.29%"
"10/15/2014","276.91","277.77","279.38","274.31","69.49M","-0.62%"
"10/14/2014","278.65","275.12","280.47","275.12","54.11M","1.55%"
"10/13/2014","274.39","275.05","277.50","274.29","44.92M","-0.19%"
"10/10/2014","274.90","275.35","278.39","274.86","47.99M","-0.10%"
"10/09/2014","275.18","275.63","278.46","275.07","53.12M","-0.21%"
"10/08/2014","275.77","270.51","275.77","270.51","50.76M","2.01%"
"10/07/2014","270.34","271.91","273.10","270.32","41.49M","-0.72%"
"10/06/2014","272.29","272.13","273.59","271.69","38.70M","0.19%"
"10/03/2014","271.78","270.64","272.34","269.85","39.87M","0.64%"
"10/02/2014","270.06","270.20","271.53","268.26","41.33M","-0.13%"
"10/01/2014","270.40","270.22","271.97","269.33","53.20M","0.00%"
"09/30/2014","270.39","272.02","272.31","270.10","58.06M","-0.55%"
"09/29/2014","271.89","271.43","271.92","269.27","36.62M","-0.12%"
"09/26/2014","272.21","269.37","272.51","268.25","44.32M","0.91%"
"09/25/2014","269.75","270.93","271.23","268.97","37.64M","-0.51%"
"09/24/2014","271.12","271.37","273.84","270.50","47.78M","-0.12%"
"09/23/2014","271.44","273.15","274.28","271.44","45.63M","-0.68%"
"09/22/2014","273.29","275.30","275.30","273.24","37.82M","-0.86%"
"09/19/2014","275.66","275.72","276.86","274.93","117.19M","0.04%"
"09/18/2014","275.55","278.06","278.34","275.47","40.46M","-0.83%"
"09/17/2014","277.85","278.47","280.23","277.52","35.12M","-0.07%"
"09/16/2014","278.04","275.76","278.67","275.76","39.14M","0.81%"
"09/15/2014","275.81","276.91","278.05","274.88","35.55M","-0.39%"
"09/12/2014","276.88","284.80","284.80","275.67","50.45M","-2.94%"
"09/11/2014","285.28","284.64","285.67","283.94","29.94M","0.07%"
"09/10/2014","285.08","288.63","288.63","284.87","33.04M","-1.40%"
"09/09/2014","289.14","290.51","290.51","288.61","27.75M","-0.56%"
"09/08/2014","290.78","291.24","291.67","290.14","28.94M","-0.20%"
"09/05/2014","291.35","288.28","291.38","288.22","34.47M","1.04%"
"09/04/2014","288.34","289.10","290.12","287.54","30.04M","-0.28%"
"09/03/2014","289.15","289.27","289.75","288.49","32.45M","0.10%"
"09/02/2014","288.86","288.91","289.38","288.29","29.74M","0.05%"
"08/29/2014","288.72","287.64","288.80","287.40","37.33M","0.46%"
"08/28/2014","287.40","287.39","288.03","286.74","22.60M","-0.13%"
"08/27/2014","287.78","287.51","288.26","287.08","19.13M","0.15%"
"08/26/2014","287.36","287.13","288.18","286.98","21.36M","0.10%"
"08/25/2014","287.08","287.96","288.38","286.21","28.37M","-0.12%"
"08/22/2014","287.42","289.38","289.38","286.76","22.93M","-0.74%"
"08/21/2014","289.56","289.65","290.70","289.51","25.49M","0.00%"
"08/20/2014","289.57","288.25","289.83","286.92","27.27M","0.36%"
"08/19/2014","288.54","288.15","289.09","287.80","28.79M","0.21%"
"08/18/2014","287.93","285.94","287.94","285.94","31.79M","0.94%"
"08/15/2014","285.25","285.65","286.63","284.54","48.26M","-0.03%"
"08/14/2014","285.34","285.45","286.06","284.64","26.21M","0.05%"
"08/13/2014","285.19","282.40","285.20","282.40","26.22M","1.16%"
"08/12/2014","281.93","282.32","283.12","281.53","28.70M","-0.24%"
"08/11/2014","282.61","281.53","283.51","281.46","28.19M","0.49%"
"08/08/2014","281.22","279.66","281.27","278.97","29.56M","0.67%"
"08/07/2014","279.36","279.51","280.43","278.70","32.09M","0.13%"
"08/06/2014","279.01","278.11","279.98","278.07","29.22M","0.20%"
"08/05/2014","278.45","280.43","280.81","277.87","35.43M","-0.88%"
"08/04/2014","280.93","279.46","281.52","278.32","33.66M","0.58%"
"08/01/2014","279.31","279.50","281.75","279.22","39.95M","-0.17%"
"07/31/2014","279.79","283.07","283.15","279.78","48.59M","-1.43%"
"07/30/2014","283.86","284.14","285.63","282.50","33.34M","-0.05%"
"07/29/2014","284.00","285.49","285.51","284.00","33.11M","-0.56%"
"07/28/2014","285.61","283.81","286.28","283.81","37.66M","0.66%"
"07/25/2014","283.74","285.37","285.61","283.59","27.07M","-0.71%"
"07/24/2014","285.77","286.26","286.51","284.79","34.10M","-0.10%"
"07/23/2014","286.05","285.68","286.37","285.17","24.92M","0.16%"
"07/22/2014","285.58","284.81","285.97","284.81","26.53M","0.45%"
"07/21/2014","284.30","284.84","284.86","283.77","22.63M","-0.37%"
"07/18/2014","285.35","282.70","285.41","282.66","32.35M","0.99%"
"07/17/2014","282.54","283.64","284.12","282.33","28.99M","-0.60%"
"07/16/2014","284.24","283.78","284.37","282.73","29.43M","0.30%"
"07/15/2014","283.40","283.30","283.89","282.08","28.14M","0.04%"
"07/14/2014","283.29","282.33","283.35","281.75","27.13M","0.46%"
"07/11/2014","282.00","282.02","282.34","280.89","28.82M","-0.02%"
"07/10/2014","282.06","280.45","282.70","280.20","31.02M","0.33%"
"07/09/2014","281.14","280.79","281.46","279.23","27.91M","0.18%"
"07/08/2014","280.63","279.72","281.13","279.72","35.58M","0.28%"
"07/07/2014","279.86","279.21","280.26","279.09","35.13M","0.15%"
"07/03/2014","279.43","280.34","280.37","278.15","27.96M","-0.43%"
"07/02/2014","280.63","281.04","281.04","279.30","39.23M","-0.21%"
"07/01/2014","281.22","280.72","281.80","279.63","43.15M","0.24%"
"06/30/2014","280.54","280.71","280.75","278.63","54.14M","-0.02%"
"06/27/2014","280.60","278.82","280.65","278.55","104.71M","0.55%"
"06/26/2014","279.07","279.51","279.51","278.43","31.88M","-0.31%"
"06/25/2014","279.93","279.88","280.46","279.17","32.08M","-0.07%"
"06/24/2014","280.12","279.66","281.06","279.29","36.77M","0.05%"
"06/23/2014","279.98","280.45","281.50","279.79","35.22M","-0.17%"
"06/20/2014","280.47","279.55","280.55","278.17","108.27M","0.34%"
"06/19/2014","279.51","277.90","279.51","277.61","39.76M","0.64%"
"06/18/2014","277.72","276.09","278.15","274.85","33.92M","0.56%"
"06/17/2014","276.16","275.59","276.35","274.52","33.75M","0.16%"
"06/16/2014","275.73","276.92","277.55","275.23","28.27M","-0.45%"
"06/13/2014","276.99","276.56","277.29","274.56","29.76M","0.21%"
"06/12/2014","276.40","276.94","276.98","274.59","33.32M","-0.29%"
"06/11/2014","277.20","277.61","278.19","276.09","32.97M","-0.33%"
"06/10/2014","278.13","279.76","280.07","277.37","33.20M","-0.69%"
"06/09/2014","280.06","282.67","283.59","279.71","41.63M","-1.04%"
"06/06/2014","282.99","284.06","284.16","282.45","37.37M","-0.26%"
"06/05/2014","283.74","279.52","283.76","278.97","40.53M","1.55%"
"06/04/2014","279.41","278.74","279.91","278.16","33.73M","0.12%"
"06/03/2014","279.07","279.12","279.31","278.26","40.94M","-0.13%"
"06/02/2014","279.43","279.15","280.00","278.45","36.05M","0.15%"
"05/30/2014","279.02","277.61","279.30","277.42","74.56M","0.49%"
"05/29/2014","277.66","277.42","277.77","276.65","32.09M","0.16%"
"05/28/2014","277.21","278.30","278.30","275.68","45.22M","-0.46%"
"05/27/2014","278.50","277.04","278.57","277.00","35.09M","0.67%"
"05/23/2014","276.64","274.79","276.71","274.79","28.70M","0.77%"
"05/22/2014","274.52","274.98","275.83","274.40","63.96M","-0.14%"
"05/21/2014","274.90","276.19","276.83","274.40","43.59M","-0.39%"
"05/20/2014","275.97","276.99","277.74","275.29","34.08M","-0.38%"
"05/19/2014","277.02","277.64","277.64","275.81","32.72M","-0.30%"
"05/16/2014","277.84","275.70","277.85","274.94","40.44M","0.74%"
"05/15/2014","275.79","276.04","276.04","273.69","46.81M","-0.19%"
"05/14/2014","276.31","276.00","277.10","275.09","32.54M","0.13%"
"05/13/2014","275.96","277.69","279.37","275.69","30.02M","-0.64%"
"05/12/2014","277.75","277.31","278.07","276.95","33.28M","0.30%"
"05/09/2014","276.93","276.72","277.58","275.54","33.35M","0.03%"
"05/08/2014","276.85","276.87","278.07","275.94","37.25M","-0.08%"
"05/07/2014","277.07","273.96","277.16","273.96","39.47M","1.21%"
"05/06/2014","273.77","274.62","274.62","273.26","32.46M","-0.43%"
"05/05/2014","274.96","273.46","275.04","272.10","30.91M","0.36%"
"05/02/2014","273.97","273.50","275.04","272.75","38.64M","0.01%"
"05/01/2014","273.94","272.07","274.15","270.55","37.36M","0.68%"
"04/30/2014","272.10","270.60","272.10","270.30","42.72M","0.47%"
"04/29/2014","270.84","271.12","271.66","270.11","30.22M","0.02%"
"04/28/2014","270.78","269.68","270.94","268.44","41.42M","0.63%"
"04/25/2014","269.08","269.86","270.16","268.64","32.01M","-0.40%"
"04/24/2014","270.17","269.44","270.46","269.12","34.79M","0.33%"
"04/23/2014","269.27","270.25","270.25","268.60","47.56M","-0.37%"
"04/22/2014","270.26","269.34","270.49","267.92","32.88M","0.33%"
"04/21/2014","269.38","268.27","269.38","267.86","32.85M","0.45%"
"04/17/2014","268.16","268.90","268.90","266.90","50.20M","-0.36%"
"04/16/2014","269.12","267.83","269.30","267.48","32.25M","0.66%"
"04/15/2014","267.35","264.98","267.41","264.68","40.70M","0.96%"
"04/14/2014","264.81","263.97","265.12","262.93","31.92M","0.62%"
"04/11/2014","263.19","264.46","265.67","263.03","46.04M","-0.70%"
"04/10/2014","265.05","267.52","268.80","264.44","39.56M","-0.91%"
"04/09/2014","267.49","268.05","268.23","266.04","32.97M","-0.13%"
"04/08/2014","267.84","266.33","267.99","265.62","38.85M","0.54%"
"04/07/2014","266.40","265.84","268.10","265.83","38.03M","0.17%"
"04/04/2014","265.96","265.90","267.50","265.26","36.13M","0.24%"
"04/03/2014","265.31","265.89","266.07","264.46","31.10M","-0.20%"
"04/02/2014","265.85","265.59","266.28","264.61","30.41M","0.02%"
"04/01/2014","265.80","264.70","265.89","263.04","58.42M","0.45%"
"03/31/2014","264.62","263.57","265.28","262.14","43.46M","0.64%"
"03/28/2014","262.93","261.51","263.72","261.51","30.23M","0.64%"
"03/27/2014","261.26","259.76","261.49","258.99","39.70M","0.32%"
"03/26/2014","260.43","263.91","263.94","260.43","34.72M","-1.15%"
